avg_mouse_speed,mouse_path_entropy,click_delay,task_completion_time,idle_time,micro_jitter_variance,acceleration_curve,curvature_variance,overshoot_correction_ratio,timing_entropy,label
759.0289,0.8564,1.0655,2.3844,0.7423,115.426,1464.9884,0.0422,0.0095,0.5314,1
381.1647,0.6718,2.4459,2.012,0.2188,6.7918,1874.4751,0.0378,0.0356,0.7837,1
567.8418,0.619,0.8439,2.5178,0.0493,54.5518,2829.3449,0.0516,0.0054,0.7827,1
730.7335,0.6042,1.1769,1.7147,0.7485,76.8017,3274.7447,0.0747,0.0128,0.8134,1
119.971,0.4339,2.2064,2.7853,0.5221,74.9348,5787.3296,0.0612,0.0096,0.6747,1
238.849,0.5041,2.0097,1.3476,0.6434,55.3167,4472.4694,0.0102,0.0042,0.9531,1
262.0621,0.4173,2.0503,2.1879,0.2965,28.4243,1379.911,0.0148,0.0059,0.4606,1
309.2931,0.8445,2.2822,2.1763,0.7796,9.5217,5931.8395,0.102,0.045,0.7234,1
361.584,0.6531,1.2777,1.9602,0.1068,27.1161,1545.4204,0.0973,0.0102,0.9171,1
373.5081,0.5823,1.6863,3.5425,0.3091,50.53,2385.539,0.0625,0.0396,0.9094,1
273.0004,0.3848,1.9001,2.4245,0.6629,20.9679,5531.6733,0.064,0.0043,0.5897,1
271.3441,0.5735,0.733,0.8483,0.1485,26.9518,3963.1639,0.0217,0.0336,0.6065,1
312.7113,0.8638,2.2873,0.8344,0.4747,118.744,5723.9644,0.0132,0.029,0.5951,1
674.4919,0.3528,1.5802,1.0874,0.7631,21.673,3513.8132,0.024,0.0359,0.7115,1
660.2547,0.6278,1.0856,1.8651,0.0575,30.3151,3227.1152,0.1189,0.0248,0.4575,1
147.6168,0.4708,0.9509,3.0347,0.2857,102.9648,2053.0812,0.0648,0.0055,0.7745,1
231.893,0.8543,0.6075,2.5215,0.4386,33.82,3154.4131,0.011,0.0054,0.9283,1
498.2333,0.6738,2.1573,2.2321,0.7241,63.7509,2646.3124,0.077,0.0164,0.8988,1
289.4213,0.5376,2.3838,1.06,0.7397,60.2644,2150.9509,0.0294,0.0286,0.74,1
324.2989,0.8023,1.2326,3.8416,0.3161,97.009,5827.4634,0.0846,0.02,0.5991,1
447.6074,0.3677,1.4821,2.8002,0.3357,25.1042,951.1724,0.0491,0.0206,0.6458,1
237.1012,0.4513,1.8504,3.739,0.4314,75.9576,1180.8791,0.0218,0.0539,0.5662,1
261.6036,0.6542,2.2169,3.6777,0.236,80.7573,3710.5588,0.037,0.0254,0.9351,1
359.2903,0.788,2.427,2.3011,0.6143,35.8057,3865.4329,0.1039,0.0111,0.9201,1
292.6235,0.3492,1.7969,2.2295,0.6387,109.491,4601.9248,0.0754,0.0113,0.7166,1
527.9854,0.7672,1.4762,2.3985,0.0268,49.0448,3266.9634,0.031,0.0269,0.5825,1
368.9152,0.5581,1.9522,0.6215,0.7262,13.1751,3144.8087,0.0253,0.0329,0.7885,1
651.0386,0.5987,1.6489,3.8708,0.5655,119.502,2334.3125,0.0948,0.0112,0.9264,1
462.8751,0.7046,1.7108,3.7239,0.6455,16.9755,1496.3613,0.0088,0.0108,0.893,1
239.8979,0.3264,2.7115,1.195,0.0819,28.5808,4992.4037,0.0131,0.0529,0.4827,1
324.4032,0.7045,1.3917,2.1278,0.0908,70.2683,1764.7258,0.0816,0.0357,0.4575,1
267.2314,0.392,2.6819,2.6509,0.1412,69.0158,2130.0594,0.1172,0.012,0.5411,1
292.1533,0.599,2.1383,3.2622,0.6625,59.7727,3445.7243,0.0863,0.0229,0.8741,1
270.1291,0.3714,1.8269,3.477,0.0565,8.5053,3218.8743,0.1148,0.0361,0.883,1
442.9337,0.5249,2.5388,3.2965,0.6055,119.7994,3288.2648,0.0969,0.0065,0.9041,1
244.5516,0.2548,1.3884,2.6928,0.1038,108.1098,1612.6247,0.1092,0.0085,0.4846,1
137.4608,0.7762,1.5074,2.1124,0.4714,66.2997,4377.921,0.0569,0.0245,0.5166,1
376.7571,0.861,2.0686,2.3692,0.6384,34.7378,5062.6404,0.0009,0.0505,0.6604,1
512.1195,0.6521,0.6473,1.2853,0.4408,11.7621,4655.5234,0.1009,0.0366,0.7012,1
554.5578,0.2662,1.7782,3.3594,0.1019,19.3302,3756.4436,0.0285,0.007,0.7254,1
516.1597,0.2944,2.1399,0.7766,0.714,84.5287,5751.4438,0.038,0.0016,0.7995,1
589.4043,0.3268,1.6883,2.6018,0.1173,54.6761,2276.8302,0.0147,0.0262,0.8335,1
197.6208,0.267,1.805,1.6884,0.1801,59.2343,5178.5016,0.1099,0.0096,0.5565,1
480.1479,0.6747,1.3983,2.0929,0.1443,91.9993,1616.4589,0.0935,0.0127,0.6982,1
397.7722,0.4941,2.6876,1.1557,0.297,11.0124,4660.9443,0.0185,0.0213,0.4512,1
355.3303,0.3672,2.034,1.3767,0.4738,48.6156,1771.0803,0.017,0.0066,0.8906,1
286.0019,0.6188,2.5718,1.4034,0.2371,39.7053,1012.5239,0.0381,0.0416,0.6521,1
344.6796,0.2632,2.6056,3.9105,0.5227,80.952,3545.4953,0.0404,0.0324,0.6731,1
307.3771,0.8801,0.9373,1.1144,0.1324,80.7307,5957.8557,0.0286,0.0333,0.7127,1
427.285,0.4046,2.5712,3.8985,0.3674,78.1307,4910.149,0.0294,0.0659,0.6028,1
366.81,0.8028,2.9903,0.9645,0.2171,46.1238,3290.3757,0.0595,0.0063,0.7776,1
330.1978,0.5084,1.5291,1.2382,0.605,41.9611,3862.7339,0.0621,0.0151,0.6785,1
249.2711,0.4094,0.7119,2.0069,0.6187,102.8146,4613.3932,0.0672,0.0059,0.8584,1
258.5603,0.563,1.7579,0.9062,0.533,104.554,1535.4427,0.0442,0.0344,0.6384,1
237.4385,0.414,2.3143,1.5648,0.0564,83.5768,808.4804,0.0813,0.0244,0.463,1
451.8683,0.4077,1.1856,3.366,0.1283,80.9671,4726.1372,0.0049,0.0109,0.5363,1
282.0974,0.3739,2.5534,0.8688,0.3914,13.663,4325.0986,0.095,0.0126,0.7181,1
556.3685,0.8243,1.0886,2.2889,0.5839,28.313,1898.9669,0.1174,0.012,0.7802,1
561.5073,0.6736,2.2498,1.6942,0.6857,30.0468,1353.1794,0.1168,0.0782,0.6213,1
243.3871,0.6071,1.6165,2.3414,0.1723,112.9402,4120.6742,0.108,0.002,0.5534,1
232.5107,0.5407,1.3149,1.5223,0.5188,11.0987,2569.8916,0.0829,0.043,0.7011,1
119.4794,0.8966,2.796,1.3313,0.248,58.326,5190.9504,0.0964,0.0251,0.9175,1
153.6829,0.3512,2.2153,3.7159,0.3638,14.5545,3812.1218,0.0493,0.0346,0.4685,1
240.623,0.3425,0.7784,1.0501,0.062,105.5831,5709.3986,0.0061,0.0192,0.904,1
464.2968,0.409,2.3175,3.5054,0.32,81.8873,2881.1025,0.0577,0.0153,0.6314,1
286.7955,0.443,0.7161,2.0548,0.1339,44.8368,4926.6043,0.0299,0.0391,0.6327,1
395.1846,0.3466,1.617,2.4464,0.2139,75.4312,1164.8325,0.0407,0.0092,0.6177,1
558.0658,0.4038,2.7733,3.1362,0.5454,10.6965,1482.2658,0.0768,0.038,0.4879,1
118.216,0.6511,2.6722,0.9767,0.1573,65.9271,2693.3635,0.0582,0.009,0.4846,1
566.0567,0.5774,2.8049,2.3249,0.3507,36.3362,4225.8472,0.0686,0.0508,0.4523,1
568.7496,0.5299,0.7048,1.5373,0.5244,40.4908,5987.7727,0.11,0.0359,0.8473,1
168.4159,0.5692,0.5421,1.5324,0.7643,41.3206,1743.5632,0.0229,0.0068,0.5606,1
123.0325,0.7796,2.3242,1.9892,0.4758,55.1683,3810.8838,0.0623,0.0099,0.4584,1
218.1868,0.6014,1.881,3.0295,0.2197,81.4639,4460.9678,0.0496,0.0143,0.9318,1
396.8066,0.6935,2.3504,1.7295,0.6612,13.475,855.9193,0.0152,0.01,0.6774,1
297.4204,0.3396,2.1398,1.0645,0.6203,28.1941,4603.1308,0.0968,0.018,0.784,1
111.6302,0.5785,2.7155,1.5229,0.6202,81.1545,1399.408,0.0356,0.0022,0.5796,1
447.9394,0.5876,1.886,1.3545,0.5443,49.5626,2690.0327,0.0184,0.0578,0.8981,1
154.5272,0.506,2.9993,1.3651,0.2244,55.8422,2197.3188,0.0832,0.0098,0.87,1
349.4145,0.3669,2.696,3.0146,0.4577,106.135,1432.7895,0.0821,0.0021,0.9488,1
261.9898,0.7367,2.1698,3.7294,0.3263,49.8122,1636.9266,0.0335,0.0254,0.707,1
458.3327,0.7425,2.0745,3.2777,0.2007,77.5682,1599.4235,0.044,0.0627,0.4783,1
397.6078,0.5955,2.5017,2.6236,0.6265,80.3933,4393.8865,0.0277,0.0071,0.5754,1
529.3366,0.4846,2.2866,1.1397,0.1273,60.9312,2067.2231,0.0287,0.0173,0.7793,1
629.2604,0.8173,1.9554,2.0007,0.3721,28.9522,5021.7838,0.1097,0.0159,0.6128,1
266.4027,0.3733,2.7985,0.9505,0.0055,103.3187,4459.603,0.043,0.0069,0.6372,1
407.615,0.6809,2.4172,1.1666,0.0351,55.5525,4824.9252,0.0783,0.0483,0.5583,1
463.1143,0.4393,1.7664,2.2548,0.4807,55.3061,5581.2612,0.1009,0.023,0.6805,1
261.053,0.2666,0.5186,3.4956,0.0371,65.3514,3997.9364,0.0242,0.0251,0.5776,1
175.3721,0.5087,1.1145,3.9962,0.1837,100.523,1627.4123,0.1176,0.0589,0.8829,1
237.3428,0.6073,2.0066,0.7887,0.1349,23.5371,2370.6665,0.0178,0.0066,0.5964,1
351.5886,0.4734,1.6319,2.3195,0.7875,30.6821,3337.4761,0.0184,0.0076,0.9445,1
306.8016,0.5206,2.8434,1.5876,0.3298,92.2694,2587.07,0.044,0.0108,0.7485,1
703.6008,0.7866,1.6263,1.16,0.2305,63.6487,5150.7423,0.021,0.0041,0.941,1
400.7338,0.285,1.7654,2.7169,0.2455,54.6398,3682.3503,0.0665,0.0432,0.9676,1
249.8234,0.3927,1.6944,3.5733,0.4,11.3701,1007.4051,0.0277,0.0111,0.9426,1
265.5891,0.8323,1.7083,3.6406,0.2214,80.7198,1257.4115,0.0571,0.0417,0.7625,1
327.6152,0.8943,2.8488,1.0272,0.3321,79.6174,4614.1521,0.0443,0.0706,0.7816,1
593.5979,0.2815,0.9803,0.6146,0.4034,65.7562,4221.0373,0.0465,0.019,0.462,1
365.2376,0.6221,2.021,2.9175,0.0979,82.6166,5377.8454,0.1169,0.0176,0.5864,1
186.0789,0.5485,0.9253,0.667,0.0417,111.9367,1179.399,0.0092,0.0066,0.6645,1
324.3658,0.2746,1.2321,1.0171,0.0819,69.4991,1313.5773,0.0128,0.0646,0.5523,1
217.9461,0.845,1.5149,1.9771,0.57,77.096,1757.529,0.0134,0.0372,0.6121,1
230.6491,0.6745,1.7735,1.285,0.0824,99.5151,3292.3844,0.0079,0.0242,0.7691,1
311.453,0.3761,2.127,2.5892,0.1239,106.8512,2716.0347,0.0064,0.0466,0.9569,1
537.6209,0.8088,1.4547,3.172,0.4619,87.7637,1724.4878,0.0879,0.0587,0.5559,1
156.1431,0.6106,1.2678,2.6687,0.2657,56.5611,5285.8535,0.0803,0.0274,0.589,1
146.2795,0.6487,2.3149,1.7405,0.0098,77.7064,5993.2166,0.0357,0.0061,0.6339,1
419.1034,0.5074,0.6001,3.721,0.3255,42.7365,1249.7178,0.0763,0.0068,0.7692,1
560.6153,0.4735,2.4146,3.1247,0.1974,23.495,2660.6122,0.0932,0.0436,0.63,1
121.1697,0.6286,1.2453,0.836,0.5787,91.1048,4264.129,0.0249,0.033,0.9293,1
564.1536,0.5208,1.4093,3.3849,0.5157,13.8856,1539.3673,0.1081,0.0235,0.889,1
257.8485,0.8981,0.5755,2.6309,0.5202,83.4058,2129.2643,0.0867,0.0555,0.8652,1
194.4729,0.7564,0.715,1.2486,0.3644,111.9709,3721.7647,0.0468,0.0031,0.6155,1
262.8474,0.2765,2.2045,1.2841,0.3074,21.852,3674.3054,0.0877,0.0049,0.5919,1
487.3513,0.3727,2.3183,2.1931,0.025,115.3934,1568.3179,0.0427,0.0302,0.9442,1
422.9947,0.7813,2.8196,2.6434,0.2858,55.9351,4221.768,0.0515,0.0695,0.9503,1
177.7729,0.7777,2.5468,3.1118,0.7684,36.1121,5098.5734,0.0426,0.012,0.8462,1
187.2762,0.5948,0.9456,2.7962,0.1535,12.3063,4363.6393,0.0137,0.0375,0.872,1
170.6967,0.3128,2.0814,0.814,0.7556,28.889,4351.0522,0.0158,0.0102,0.4637,1
100.1572,0.488,2.7096,3.7028,0.7044,21.4656,2942.9451,0.0896,0.0103,0.906,1
225.2545,0.4491,0.5588,1.4667,0.137,63.2851,1386.1235,0.0753,0.0132,0.5036,1
368.5936,0.4626,0.7754,3.9358,0.1408,27.1654,1557.03,0.0686,0.0052,0.5993,1
557.6229,0.3788,2.8864,3.3559,0.2745,101.7647,3497.8341,0.0419,0.0047,0.6458,1
100.526,0.6073,1.9961,2.6396,0.4405,38.3555,5852.1958,0.0748,0.0384,0.6356,1
188.0487,0.8214,1.2569,1.7318,0.5363,22.1662,5633.0746,0.044,0.0052,0.801,1
178.0826,0.8215,0.8701,0.6638,0.401,104.2136,2495.1534,0.0158,0.0736,0.8201,1
292.282,0.716,2.2918,3.832,0.4549,38.8814,3345.5498,0.0738,0.0316,0.752,1
416.8019,0.5189,1.9362,2.215,0.4253,12.74,5465.8751,0.1093,0.0306,0.6775,1
727.7219,0.4365,2.1293,2.7322,0.1815,55.652,5145.2929,0.0729,0.0141,0.7757,1
105.1991,0.7277,2.4218,0.8005,0.2429,53.4465,1734.8129,0.0508,0.001,0.827,1
124.0543,0.5044,2.4924,3.2654,0.3004,76.6121,1983.2541,0.0699,0.0141,0.6858,1
395.3869,0.4377,1.0073,3.7004,0.6396,20.325,4682.9694,0.0505,0.0273,0.8189,1
228.571,0.6772,2.5807,2.6916,0.6951,46.5937,3655.531,0.0621,0.0419,0.6461,1
533.7908,0.3627,1.9601,2.0299,0.0122,13.0314,1815.4413,0.0924,0.0229,0.9035,1
474.7388,0.3305,2.7517,3.5039,0.043,99.7226,1305.5057,0.0081,0.0163,0.8948,1
128.8117,0.752,1.8762,3.9422,0.5488,16.9764,1831.1497,0.0992,0.0675,0.4841,1
134.2801,0.7703,2.7039,2.8117,0.258,109.226,2353.3623,0.0334,0.0178,0.9547,1
406.3711,0.8441,1.4519,3.0466,0.5123,95.5916,5464.1025,0.0818,0.0517,0.9627,1
118.3997,0.7438,2.3822,0.8921,0.4876,21.43,3364.6885,0.0291,0.013,0.9439,1
334.995,0.483,2.0408,1.7953,0.597,97.1515,5354.3919,0.0295,0.0293,0.741,1
798.8815,0.8963,1.6625,3.5446,0.1949,89.8201,5371.9745,0.0979,0.0036,0.5202,1
157.0922,0.6566,1.7984,3.6847,0.5277,50.5569,2952.4454,0.0728,0.022,0.8238,1
738.738,0.5839,0.6867,2.9086,0.5732,65.2171,4927.7547,0.0364,0.0154,0.8981,1
460.4591,0.488,0.896,2.9349,0.1985,65.4195,4917.5152,0.0807,0.0349,0.5011,1
536.9958,0.5577,0.9961,1.8818,0.2663,36.1346,3750.5142,0.0557,0.0209,0.8662,1
597.4307,0.2654,1.1282,0.7474,0.6566,71.8618,3471.3364,0.0668,0.0221,0.8392,1
436.5131,0.7871,2.2889,1.0362,0.1561,78.2675,2304.9639,0.0148,0.052,0.5435,1
456.2483,0.4525,1.0587,3.2697,0.7679,61.6375,1018.5593,0.0316,0.0233,0.7619,1
358.8699,0.2679,2.4429,0.9965,0.6726,65.8553,1117.8729,0.1001,0.019,0.9171,1
417.7146,0.44,0.8342,3.868,0.0838,65.8362,2217.3567,0.0321,0.0578,0.6052,1
736.7144,0.4465,1.9037,1.1756,0.6555,98.9863,5362.7552,0.006,0.0448,0.5918,1
376.3307,0.506,2.139,3.4425,0.5542,73.3471,1568.1885,0.098,0.0099,0.6452,1
426.0242,0.5462,1.6449,0.755,0.3442,78.7224,3639.4717,0.0095,0.0154,0.7137,1
255.2008,0.4064,2.432,1.574,0.4967,96.9099,2804.8919,0.0061,0.0153,0.8505,1
272.4759,0.6828,1.7522,2.4334,0.6619,43.7025,4268.8927,0.0443,0.0273,0.5074,1
443.9134,0.8402,1.9299,1.8794,0.4645,98.8321,5278.4342,0.0984,0.0087,0.4823,1
349.3339,0.8052,2.4571,3.5146,0.6081,85.8725,852.7154,0.0753,0.0063,0.8442,1
574.3862,0.8306,0.8323,3.5865,0.6709,105.1749,1588.7652,0.0145,0.0354,0.516,1
110.3171,0.8198,2.7808,1.5675,0.1761,53.9747,3157.2607,0.0012,0.0197,0.6582,1
148.0386,0.5764,1.5796,2.4531,0.6793,30.9029,943.8537,0.0051,0.0183,0.7866,1
301.5716,0.5109,1.331,3.5581,0.3894,31.0125,2301.7655,0.0168,0.0413,0.8798,1
361.7334,0.4825,0.6717,3.5109,0.1535,8.8018,3778.0615,0.0105,0.0099,0.6348,1
579.1202,0.6506,2.0174,3.9064,0.2996,12.4839,3595.1947,0.0768,0.0207,0.8926,1
314.8145,0.8869,0.8231,1.8502,0.4803,14.7563,2789.8086,0.0317,0.0581,0.5199,1
563.9852,0.4868,2.2172,1.7618,0.0531,41.5516,2073.9005,0.0011,0.0333,0.8343,1
231.7278,0.4105,2.8922,1.2478,0.1465,56.1791,1784.3931,0.0192,0.0854,0.8598,1
263.179,0.7266,2.5118,3.0513,0.2868,37.5487,2997.0888,0.0121,0.0378,0.8153,1
380.9235,0.6208,2.7289,2.8181,0.482,57.9235,2597.6246,0.084,0.0048,0.6755,1
595.3124,0.4835,1.4288,2.0647,0.0294,65.6989,5019.1809,0.0794,0.0059,0.7801,1
405.4745,0.3384,0.9871,2.2523,0.0353,52.7933,4898.739,0.0183,0.0178,0.528,1
438.6773,0.4384,0.5785,3.4766,0.0259,91.2481,2786.3405,0.072,0.0555,0.5536,1
318.1795,0.3904,1.9126,1.0962,0.4078,18.0446,3324.8205,0.0377,0.0896,0.8838,1
212.8262,0.2988,1.5519,2.8736,0.6705,70.0802,4128.3779,0.0217,0.0148,0.9469,1
581.7607,0.4961,2.5831,1.296,0.3435,46.057,5546.04,0.1104,0.0128,0.919,1
726.1073,0.5446,2.5959,0.8537,0.6409,9.2935,945.9641,0.0556,0.0488,0.8354,1
205.0826,0.7374,0.6483,3.2172,0.2147,49.7978,1250.5238,0.1007,0.051,0.9221,1
459.8439,0.8401,2.9776,1.0477,0.6368,97.5169,4150.7423,0.0338,0.0015,0.4971,1
446.5489,0.4771,2.2736,1.133,0.6768,114.4836,1594.0072,0.0832,0.0161,0.7682,1
215.4505,0.8124,0.7748,2.6318,0.1474,102.3521,3811.0286,0.0487,0.0242,0.6509,1
313.712,0.3481,2.2845,3.5683,0.7245,106.2923,3149.2758,0.0344,0.0285,0.8151,1
486.269,0.7461,1.583,1.5303,0.3999,42.7405,5702.3759,0.0612,0.0574,0.5184,1
534.6039,0.5312,1.0142,2.4816,0.5616,106.334,1068.3599,0.1168,0.0381,0.9141,1
245.6951,0.7087,2.68,2.8391,0.6025,24.9326,5362.5207,0.0334,0.0266,0.7818,1
259.4316,0.6407,2.3975,3.2969,0.1244,69.0397,5031.1275,0.0197,0.0554,0.8338,1
581.1069,0.6719,1.0296,0.6612,0.6068,54.9105,5723.2917,0.0643,0.0372,0.8162,1
270.6194,0.6852,2.4571,0.8725,0.018,18.1621,2853.9808,0.0563,0.0192,0.9358,1
399.573,0.5795,1.2855,3.5047,0.46,61.913,5536.6041,0.1006,0.0338,0.6984,1
441.8564,0.442,1.2116,2.2688,0.2188,81.739,4682.9983,0.0569,0.0043,0.8416,1
457.562,0.6114,2.6383,1.4484,0.5888,114.7062,5304.458,0.0485,0.0342,0.5808,1
273.836,0.5524,2.6712,3.0987,0.7792,107.1779,2123.6455,0.0793,0.0293,0.9001,1
180.2323,0.258,1.6049,2.2049,0.2993,72.4342,5557.1802,0.0396,0.0558,0.9497,1
123.3235,0.624,2.466,1.1047,0.1435,91.4923,1577.4247,0.0566,0.0559,0.9636,1
604.8962,0.4726,2.9987,1.6292,0.0211,63.986,1234.748,0.0333,0.0807,0.541,1
161.4723,0.5787,2.3572,3.6338,0.1973,111.1441,3493.5572,0.0314,0.0131,0.5984,1
531.746,0.7959,0.6964,1.1438,0.3048,103.2164,1551.8439,0.1051,0.0564,0.9505,1
319.0891,0.6239,1.7543,2.6964,0.7187,85.4209,3568.8964,0.0776,0.0042,0.9635,1
579.9327,0.6411,2.3733,1.2054,0.3832,34.59,818.1739,0.116,0.017,0.9797,1
274.5413,0.4238,0.7334,1.9398,0.0139,18.1555,2212.8179,0.0196,0.0358,0.5076,1
105.0533,0.4168,1.7737,0.9795,0.7882,19.4192,2942.0148,0.1023,0.044,0.4515,1
777.4481,0.6672,1.9575,1.2854,0.56,82.8843,1114.4106,0.1058,0.0055,0.8223,1
496.9413,0.2654,2.5456,1.3007,0.2712,77.2466,1319.7645,0.0091,0.022,0.9743,1
434.7254,0.5886,1.4423,2.6393,0.767,95.6251,3005.9784,0.0402,0.0386,0.8293,1
503.1103,0.375,2.6119,1.8495,0.2565,63.6519,3062.4485,0.0821,0.0224,0.6924,1
430.266,0.636,2.5612,1.3571,0.2822,113.3452,5407.0706,0.0672,0.034,0.8836,1
328.1256,0.4729,0.8079,3.0541,0.4453,31.9219,4039.629,0.1175,0.0741,0.7317,1
402.9886,0.3506,2.6409,1.6587,0.5043,77.0789,5163.6886,0.0889,0.0117,0.6509,1
309.1965,0.5256,1.4736,0.7175,0.2201,91.4693,3805.317,0.0968,0.0128,0.9678,1
107.3737,0.7651,1.3297,2.6351,0.2897,11.9707,843.9999,0.0118,0.0021,0.8167,1
108.4131,0.7553,2.7749,2.0903,0.0652,96.8538,5402.8863,0.0499,0.051,0.8093,1
258.6243,0.7908,1.6896,3.3871,0.3135,45.0782,3831.5409,0.056,0.005,0.7404,1
277.456,0.4974,1.4604,2.6977,0.0487,80.3658,3425.8555,0.0546,0.0178,0.6233,1
457.1711,0.6607,1.8888,3.2272,0.152,68.9069,1622.1293,0.0492,0.0146,0.8596,1
363.1454,0.5258,2.4702,1.171,0.2286,43.8798,1350.2679,0.0605,0.0138,0.9636,1
429.1202,0.5684,0.5835,2.5529,0.4467,6.7222,5278.4586,0.0746,0.1275,0.9661,1
300.36,0.2863,2.0904,3.9435,0.7166,85.742,5951.1092,0.0869,0.0762,0.557,1
576.7505,0.4911,2.2731,1.9864,0.1116,43.7466,2013.5328,0.0397,0.0628,0.4952,1
262.3783,0.4804,1.794,0.7476,0.5189,69.8001,4341.0246,0.0683,0.0069,0.4638,1
264.1204,0.3207,0.6572,2.8174,0.3182,97.2099,5674.0188,0.1149,0.0268,0.7798,1
602.5012,0.3504,0.8098,3.7494,0.0111,74.2136,5726.8637,0.0435,0.0307,0.8831,1
472.6778,0.8918,1.4258,3.1401,0.4822,81.6595,4647.3443,0.0901,0.0187,0.7651,1
475.5876,0.5231,1.7718,1.7351,0.1352,34.9595,5543.1124,0.0374,0.004,0.8193,1
421.979,0.8386,1.9087,0.8307,0.2167,86.4452,3369.1881,0.0661,0.0807,0.8286,1
457.6551,0.637,2.9177,1.0053,0.5056,87.4466,3281.5461,0.0349,0.0084,0.5431,1
388.1946,0.3123,1.9121,2.4287,0.1386,73.7284,3750.2667,0.0929,0.0039,0.4644,1
510.3558,0.7609,2.2629,3.894,0.7725,36.5572,4785.5378,0.0384,0.0222,0.4806,1
163.971,0.8395,1.7966,3.3094,0.6706,89.5185,2835.2026,0.1037,0.0016,0.7301,1
545.0813,0.7775,0.6346,0.6044,0.4226,13.4654,5878.0237,0.0012,0.0578,0.4645,1
113.4679,0.8914,2.9494,1.7467,0.3862,16.5524,3515.3197,0.0722,0.0251,0.5713,1
204.9598,0.358,2.0648,0.9492,0.5908,107.0076,5618.2562,0.0794,0.0109,0.96,1
290.9594,0.5815,1.2292,3.9309,0.177,47.4514,3032.7286,0.0154,0.0267,0.6655,1
618.3358,0.2902,1.4419,3.3547,0.5757,113.9491,3020.4802,0.0851,0.0205,0.6948,1
213.8708,0.3251,2.8897,3.3508,0.6711,96.4155,1882.4889,0.0761,0.0202,0.6239,1
339.9222,0.794,2.4226,2.8989,0.2108,60.0713,2544.2665,0.0286,0.0192,0.483,1
710.3545,0.6193,1.3437,1.1009,0.7663,72.2051,4331.3895,0.064,0.0139,0.5718,1
425.9275,0.2544,2.8888,3.5527,0.2327,119.7421,2449.0639,0.0553,0.0603,0.5191,1
311.1752,0.6899,0.8399,1.3913,0.5691,22.9658,2994.5002,0.0857,0.0403,0.6298,1
481.9014,0.6406,1.8962,3.098,0.7994,71.5335,5005.3329,0.0894,0.0191,0.7525,1
499.0214,0.5213,2.2948,1.2691,0.4276,7.5075,3419.5029,0.0657,0.0617,0.5112,1
586.5303,0.4613,1.1471,2.0838,0.552,46.0352,1149.928,0.0486,0.0231,0.7291,1
235.4316,0.5703,2.4899,3.8503,0.1045,106.6501,4464.9441,0.0833,0.0279,0.6632,1
593.4127,0.6552,1.7857,3.2761,0.527,74.1651,5039.3817,0.0087,0.047,0.5633,1
199.0704,0.3382,2.1482,0.9573,0.0215,41.7184,1797.6706,0.1186,0.0271,0.7711,1
490.9726,0.6569,1.7051,3.4781,0.4552,38.3375,4458.6537,0.0985,0.045,0.867,1
400.4756,0.5841,2.6335,2.677,0.4302,10.6189,3131.1749,0.109,0.0536,0.7397,1
111.2027,0.2855,1.3009,2.7383,0.7303,46.1465,5272.1237,0.1102,0.0419,0.658,1
428.3773,0.7309,2.2966,0.892,0.1266,20.2636,5648.8964,0.1097,0.0454,0.6452,1
233.5456,0.3439,2.1154,3.9452,0.5496,14.1119,5520.8174,0.0773,0.003,0.7316,1
746.7675,0.3322,1.4864,1.9152,0.224,51.2883,4013.6474,0.0377,0.012,0.6233,1
648.2205,0.8547,2.3268,1.7875,0.7744,54.3072,2239.3223,0.0514,0.0343,0.6562,1
550.8657,0.5674,0.8304,3.6665,0.4375,37.7811,5365.2198,0.007,0.0529,0.5901,1
589.4116,0.8694,1.9385,2.2625,0.3075,86.4683,1534.5493,0.0335,0.0278,0.8864,1
592.3602,0.7593,2.7846,3.7465,0.2386,101.6393,3588.4248,0.0988,0.0177,0.6757,1
275.2603,0.4963,2.8625,0.8132,0.0952,95.8099,3656.9294,0.0159,0.0166,0.5645,1
469.1595,0.8339,1.4748,1.686,0.7999,93.4742,3594.2308,0.0309,0.043,0.9585,1
387.8031,0.3875,2.4125,3.1067,0.0761,73.4244,4222.6075,0.1004,0.0437,0.506,1
198.9022,0.5727,2.3719,1.2349,0.7941,23.575,3916.7654,0.1115,0.0111,0.4551,1
639.4381,0.3954,2.7909,3.5922,0.6552,87.1036,1601.174,0.0063,0.027,0.6165,1
309.1948,0.8713,1.8462,3.086,0.6456,18.0534,4196.2483,0.0581,0.0554,0.4518,1
206.3958,0.7578,1.9952,1.2029,0.6512,45.6496,3196.4558,0.0468,0.0287,0.9314,1
351.4471,0.6076,2.422,1.5982,0.6323,35.397,901.6599,0.0197,0.0356,0.8442,1
266.1223,0.6801,0.5601,2.3052,0.5859,26.6459,3107.711,0.0641,0.0439,0.7389,1
129.6814,0.7156,1.7812,3.5593,0.5379,46.7064,902.4106,0.0076,0.0726,0.572,1
490.2567,0.4989,0.9309,0.9771,0.0697,49.9971,1036.8207,0.0404,0.0916,0.5921,1
573.2732,0.6715,2.9403,2.4727,0.2443,66.1741,1084.1134,0.0139,0.0247,0.5672,1
441.5383,0.4444,1.3039,3.5044,0.7147,110.1142,2324.4019,0.0149,0.005,0.786,1
553.0907,0.6726,2.8748,0.8572,0.2874,6.0022,5902.1556,0.1084,0.0163,0.8989,1
180.2422,0.6104,1.4435,1.0954,0.7982,76.0684,3084.7876,0.0448,0.021,0.9206,1
