avg_mouse_speed,mouse_path_entropy,click_delay,task_completion_time,idle_time,micro_jitter_variance,acceleration_curve,curvature_variance,overshoot_correction_ratio,timing_entropy,label
655.8825,0.2504,2.4654,1.165,0.7399,10.0574,5068.0941,0.079,0.0052,0.5429,1
276.724,0.3297,2.1161,1.776,0.1803,104.5897,4691.2532,0.093,0.0312,0.4556,1
548.8311,0.7863,2.1388,3.3088,0.5543,110.9108,1972.5178,0.0247,0.0013,0.7401,1
493.8467,0.8083,0.7692,2.7556,0.7121,34.0598,2499.5403,0.037,0.0051,0.5585,1
367.04,0.2765,0.7393,3.9037,0.5316,8.86,4929.8359,0.0613,0.049,0.9152,1
245.6899,0.4273,2.4186,3.0008,0.7225,31.374,4889.0959,0.069,0.0151,0.7848,1
798.5859,0.7793,1.7162,2.9132,0.3813,90.6274,1498.5084,0.0538,0.0071,0.9675,1
643.3603,0.6532,0.9491,2.4129,0.5782,15.817,5918.9965,0.0407,0.0215,0.5058,1
162.9316,0.2578,2.9651,2.6345,0.4861,115.2806,5126.5521,0.0978,0.0596,0.6458,1
170.0018,0.5404,1.2734,1.1622,0.2987,60.3044,4547.7876,0.0855,0.0449,0.6598,1
589.6731,0.4573,2.3128,2.3312,0.0351,23.5944,5663.2977,0.0128,0.0246,0.54,1
242.3751,0.8977,1.0364,1.0393,0.7406,23.622,5372.2556,0.0782,0.0086,0.9797,1
570.9449,0.6545,1.807,2.4233,0.0119,62.439,4043.6018,0.0792,0.0037,0.9599,1
555.8199,0.6987,1.5316,3.4542,0.1384,6.5901,2818.0282,0.0885,0.0076,0.4873,1
386.1362,0.5077,2.9003,1.3503,0.0845,65.3477,5517.6837,0.0377,0.0304,0.5428,1
459.0436,0.585,1.0637,1.0498,0.7658,80.4184,5008.0557,0.0838,0.0516,0.5048,1
174.9785,0.8147,2.151,0.7231,0.7763,21.0433,2009.3236,0.117,0.0385,0.6008,1
263.4407,0.8094,1.3987,1.8691,0.2382,42.505,5275.4708,0.0018,0.0108,0.6156,1
136.9563,0.3088,0.8167,1.156,0.2416,6.2669,5740.7482,0.0153,0.0138,0.8977,1
378.4813,0.7281,2.2034,1.8314,0.037,5.9044,5092.043,0.0389,0.0222,0.4798,1
308.5225,0.5595,2.7439,0.7499,0.2721,45.405,2568.6616,0.0588,0.029,0.7472,1
287.544,0.32,2.8837,3.6811,0.6611,107.67,1562.7769,0.0607,0.0583,0.814,1
144.4498,0.4243,2.1523,3.5683,0.4877,29.4586,1055.6607,0.0058,0.037,0.5662,1
574.2908,0.4481,1.6787,0.6015,0.7368,16.3963,4348.8471,0.0756,0.0197,0.709,1
450.8311,0.5825,1.0139,1.4776,0.2868,6.0677,2970.2899,0.0008,0.0055,0.45,1
129.721,0.7719,2.2943,2.8542,0.5659,90.0528,4566.763,0.0887,0.0259,0.8542,1
267.3539,0.7579,1.1233,3.3909,0.1417,46.3395,2885.5932,0.0363,0.0373,0.8663,1
123.6839,0.2744,2.8266,3.2867,0.7857,109.6685,2442.2264,0.0831,0.0171,0.9345,1
518.3701,0.2932,1.1083,1.6229,0.3395,59.41,2315.6566,0.095,0.1067,0.6377,1
193.9456,0.7337,1.6728,0.7575,0.7871,82.1999,5189.7493,0.0529,0.0017,0.9226,1
349.5097,0.4484,2.3854,3.4764,0.2781,12.0419,4261.7787,0.0889,0.0609,0.7537,1
405.4802,0.8149,2.0125,2.3268,0.0984,85.8691,1486.9583,0.0037,0.0055,0.8998,1
273.194,0.8833,1.5435,3.3448,0.4208,30.7556,3818.1769,0.0266,0.0277,0.921,1
293.9265,0.6111,0.519,1.2417,0.745,74.4799,5633.6437,0.0376,0.0131,0.9547,1
295.7951,0.6041,1.9116,1.8219,0.6628,35.3616,3359.6552,0.0674,0.013,0.7994,1
437.0717,0.7851,1.8518,1.2571,0.5437,13.8686,1938.5661,0.0952,0.0271,0.4604,1
155.6863,0.7218,2.4396,2.5227,0.204,65.0003,877.7793,0.082,0.0462,0.6134,1
417.6883,0.3431,0.9831,2.9229,0.7468,71.2727,3752.6284,0.0778,0.0437,0.8766,1
563.7118,0.5789,1.9618,1.3137,0.1608,94.9338,4293.63,0.0778,0.0207,0.7247,1
254.8361,0.5565,0.7089,0.6607,0.5802,24.7233,1776.6243,0.0511,0.0191,0.8659,1
312.9294,0.2526,2.066,1.5617,0.3955,39.2379,5980.5559,0.0281,0.0084,0.6519,1
594.6695,0.6041,0.5898,3.4827,0.067,10.4018,2229.262,0.0574,0.0284,0.8635,1
363.5462,0.5074,2.0648,3.909,0.5294,6.8624,4466.043,0.0305,0.0095,0.5853,1
217.9107,0.7488,2.5874,1.9521,0.0534,60.6571,3055.6637,0.024,0.0232,0.7922,1
230.7181,0.3336,0.6735,3.9779,0.5091,34.1206,3140.1766,0.114,0.0069,0.8189,1
430.2493,0.4879,0.6306,1.1815,0.4932,94.1365,4731.4529,0.0702,0.0277,0.8648,1
181.3942,0.8475,0.929,0.8092,0.5228,73.3717,5750.5586,0.1088,0.0197,0.508,1
354.636,0.2925,1.3616,3.0381,0.1257,45.0591,4387.5337,0.0932,0.029,0.5349,1
486.4658,0.7978,1.9679,1.9399,0.4451,66.273,5608.6108,0.0261,0.0046,0.6588,1
136.5336,0.7979,1.3406,2.3632,0.6476,27.0849,4070.6739,0.052,0.032,0.7515,1
357.255,0.5104,2.5449,2.9035,0.619,53.4247,2159.4736,0.0109,0.0117,0.6785,1
441.9498,0.8818,0.8473,2.55,0.0506,97.9106,4004.8189,0.0517,0.0174,0.4875,1
548.9306,0.7442,2.6862,3.2913,0.3455,18.6432,2741.4969,0.1121,0.0138,0.9163,1
170.958,0.4959,1.255,2.9031,0.7677,94.4279,3328.0455,0.0532,0.0225,0.5757,1
131.8677,0.6447,0.9122,1.6134,0.7919,77.9587,4107.7831,0.0091,0.038,0.82,1
516.6872,0.8851,2.0921,1.6922,0.3983,98.8765,2179.7815,0.0282,0.0111,0.6279,1
234.05,0.7436,1.64,2.2253,0.1056,85.7102,5960.0517,0.0935,0.0474,0.5538,1
497.8022,0.7421,2.8722,2.5525,0.3883,91.2646,1304.8687,0.0517,0.0027,0.8199,1
365.2779,0.8176,1.7012,3.9513,0.6999,63.704,1160.2955,0.0273,0.0157,0.9155,1
523.5569,0.515,0.8556,2.8768,0.145,69.5512,5899.5265,0.0663,0.025,0.7137,1
187.986,0.4422,1.7691,3.2063,0.0141,69.8503,1701.9141,0.0339,0.0172,0.8618,1
548.2771,0.2729,2.2735,3.9476,0.2064,58.2985,2678.6269,0.0472,0.0429,0.4647,1
509.2744,0.5857,1.742,3.4408,0.3398,23.3382,2427.0739,0.0322,0.0356,0.895,1
342.4994,0.8353,0.9632,2.933,0.1717,99.68,4105.7604,0.0356,0.006,0.4677,1
251.1436,0.6306,0.8738,1.74,0.7085,59.803,4669.5448,0.0584,0.0642,0.9744,1
534.496,0.3391,0.5756,1.1964,0.7502,98.8733,3519.9953,0.1163,0.0144,0.9483,1
534.1393,0.4122,1.9863,0.8086,0.4401,72.2165,2313.0293,0.0355,0.0417,0.6098,1
451.332,0.2966,2.3607,3.0707,0.212,45.8304,5777.7546,0.013,0.0517,0.816,1
363.194,0.5317,2.401,0.7431,0.2503,83.7095,2514.1546,0.0099,0.0661,0.861,1
417.6504,0.7734,1.0361,3.6798,0.5653,11.2928,4956.293,0.061,0.0245,0.9249,1
236.4724,0.6961,2.187,2.2762,0.3128,92.6736,2360.051,0.0254,0.0491,0.8184,1
586.5729,0.3456,2.5452,1.4889,0.7965,69.7754,2009.6893,0.0598,0.0602,0.8567,1
530.6819,0.3994,1.8025,3.4897,0.3019,11.9469,2316.4987,0.0294,0.0394,0.6086,1
576.029,0.3552,1.281,1.9702,0.3816,33.2131,1144.3197,0.0815,0.0126,0.7659,1
428.5093,0.8556,2.9108,2.0508,0.4937,97.3228,805.3984,0.0635,0.0112,0.5465,1
378.9078,0.8324,1.3999,1.4767,0.631,88.3727,3427.7671,0.047,0.0638,0.9425,1
337.2062,0.8592,2.8995,3.8666,0.6551,58.1767,1893.5563,0.0463,0.0444,0.9643,1
573.8371,0.5697,2.9691,1.3418,0.15,115.766,4383.8131,0.0646,0.0248,0.6645,1
375.5515,0.8434,1.5002,2.6674,0.2234,56.8748,1943.3897,0.064,0.0095,0.524,1
455.7306,0.3267,2.9972,1.4837,0.7168,75.0564,4518.3649,0.0675,0.0368,0.8548,1
371.5201,0.7718,0.6025,3.5895,0.7749,90.348,1423.5504,0.097,0.0171,0.9021,1
435.0569,0.8838,1.9275,2.357,0.3228,20.6796,4368.307,0.052,0.0317,0.8295,1
110.2109,0.5709,2.8418,1.8844,0.2105,119.4315,3559.5249,0.1037,0.0456,0.8993,1
582.3301,0.7301,1.2134,2.6772,0.6438,106.9459,3133.3242,0.0447,0.0152,0.672,1
258.6466,0.3901,1.1407,3.7821,0.0653,52.6826,3799.1062,0.028,0.0223,0.6787,1
308.9145,0.8767,0.7932,3.5644,0.2617,114.9988,2439.1817,0.0104,0.0276,0.8138,1
196.7447,0.4524,2.9967,3.088,0.4723,104.7185,3864.4208,0.0666,0.0126,0.5331,1
316.2848,0.3114,2.1679,2.6829,0.694,24.8645,4958.895,0.0543,0.0477,0.5066,1
312.5329,0.5738,0.9146,1.8344,0.3544,81.9206,5483.9849,0.0663,0.0662,0.6378,1
747.5117,0.4063,1.2067,1.2181,0.7799,94.819,5635.4782,0.1035,0.0359,0.605,1
585.5106,0.6939,0.8086,0.7642,0.0874,84.4275,1524.4913,0.018,0.0652,0.9301,1
538.1592,0.4225,0.9714,3.0464,0.2,112.1167,5103.7333,0.0708,0.0426,0.4881,1
454.2801,0.8718,1.9512,2.3273,0.3403,85.6481,5588.2708,0.0722,0.0369,0.485,1
298.7856,0.5761,1.0516,1.8024,0.3265,18.4883,4236.1197,0.0713,0.0266,0.5378,1
148.9757,0.3281,2.1705,1.2065,0.0946,23.691,3443.698,0.0776,0.0013,0.6156,1
139.8578,0.3095,2.718,1.8808,0.4187,93.3991,2731.7918,0.0781,0.0031,0.6055,1
458.7919,0.7356,0.6544,3.9793,0.0435,99.961,4649.3985,0.0712,0.0842,0.8701,1
139.2785,0.6693,2.5542,2.1746,0.1895,61.4259,2101.0822,0.0637,0.0052,0.7013,1
125.2522,0.4799,1.7191,1.5161,0.4485,106.0177,3627.3828,0.0348,0.0468,0.4763,1
192.7749,0.4579,2.896,1.2928,0.05,45.5967,1499.0982,0.0156,0.0144,0.7159,1
138.5498,0.4351,2.9035,3.7672,0.3473,31.2852,5141.2341,0.0437,0.0192,0.8365,1
538.0697,0.6674,1.7504,3.9577,0.7673,102.6181,4831.6599,0.0695,0.0189,0.664,1
393.0786,0.3643,0.762,1.3559,0.279,6.6162,4400.7703,0.0301,0.0322,0.5292,1
270.3636,0.2788,2.5749,3.8702,0.4861,114.9985,2947.9215,0.0501,0.1212,0.7191,1
208.7877,0.3678,1.3155,1.2654,0.5573,64.4058,4627.7257,0.0073,0.0127,0.4714,1
173.3267,0.3524,1.7969,3.7373,0.1603,17.3264,5091.4381,0.0555,0.0199,0.541,1
715.7584,0.2995,0.5048,1.755,0.0515,1.9202,78.2113,0.0005,0.0359,0.1702,0
1001.2329,0.1238,0.2347,1.1883,0.08,0.2002,37.7551,0.0004,0.0106,0.0786,0
1806.4358,0.0273,0.1084,0.2597,0.0174,0.136,67.0789,0.0006,0.0007,0.0782,0
686.3609,0.1246,0.5072,2.1515,0.1665,1.3517,217.5925,0.0041,0.0075,0.1266,0
2675.3507,0.0333,0.1426,0.3948,0.0154,0.1018,65.2363,0.0008,0.0036,0.0084,0
884.3032,0.0324,0.585,1.7522,0.0238,0.0445,132.9784,0.0004,0.0005,0.1726,0
657.2367,0.2258,0.7042,1.3246,0.3021,1.6986,194.5601,0.0022,0.0107,0.0952,0
1246.1717,0.0473,0.0458,0.3699,0.0109,0.1675,76.8303,0.0003,0.0004,0.06,0
1601.334,0.0032,0.1357,0.0822,0.0099,0.0848,52.2196,0.0002,0.0044,0.0587,0
1050.6184,0.1505,0.6299,1.0985,0.0512,0.0233,12.2561,0.0002,0.0004,0.076,0
799.0797,0.3083,1.0486,2.1729,0.0496,1.3979,176.0119,0.0042,0.0382,0.3412,0
2525.9711,0.0062,0.0137,0.0918,0.0034,0.139,29.0645,0.0,0.0049,0.0427,0
2133.9298,0.0312,0.0758,0.3374,0.0177,0.0603,38.9575,0.0,0.0043,0.0245,0
2995.5669,0.0351,0.0272,0.1915,0.0071,0.1972,34.4497,0.0002,0.0028,0.0324,0
2749.6553,0.0009,0.1358,0.4126,0.0015,0.1447,61.6753,0.0005,0.0029,0.004,0
2509.1196,0.0063,0.0439,0.2895,0.0033,0.158,64.5902,0.0007,0.0002,0.0342,0
581.6097,0.2679,1.0071,1.5639,0.1106,1.3055,110.1309,0.0069,0.0231,0.1135,0
1101.7788,0.0527,0.7727,1.5795,0.0889,0.5093,81.5805,0.0013,0.0028,0.0761,0
1119.1822,0.1373,0.4095,1.3897,0.1249,0.596,48.3788,0.0027,0.0121,0.0616,0
1594.2773,0.0399,0.0877,0.2878,0.0153,0.0667,30.6202,0.0007,0.0049,0.0621,0
1402.7729,0.0126,0.0692,0.1794,0.018,0.1341,33.3383,0.0002,0.0019,0.0381,0
862.5391,0.1558,0.1893,0.8937,0.149,0.1141,15.1713,0.0019,0.0059,0.0656,0
1342.4908,0.0314,0.0423,0.4066,0.0172,0.029,26.9616,0.0001,0.0014,0.0191,0
572.7398,0.2138,1.1087,2.609,0.1205,0.4184,490.304,0.0026,0.0268,0.2834,0
959.9132,0.0426,0.4409,1.2664,0.116,0.4259,136.8062,0.0029,0.0109,0.063,0
1226.1617,0.1144,0.227,1.3744,0.0525,0.2034,125.1011,0.0013,0.0079,0.1457,0
949.1851,0.1159,0.3342,1.4825,0.0219,0.5965,115.8065,0.0013,0.0045,0.1159,0
1258.7855,0.1323,0.7223,1.1844,0.1004,0.2649,95.7147,0.0014,0.0116,0.0509,0
1733.5877,0.0567,0.081,0.233,0.0081,0.0904,69.4264,0.0008,0.0042,0.0673,0
1683.6205,0.0358,0.1019,0.1651,0.0149,0.04,21.0409,0.0002,0.0042,0.0586,0
1373.8245,0.1501,0.3729,1.6722,0.0309,0.3019,17.7363,0.0013,0.0078,0.0636,0
1256.1694,0.1183,0.138,0.643,0.0527,0.5056,130.4634,0.0009,0.0108,0.1482,0
447.322,0.2279,1.011,1.4769,0.0188,0.1042,254.1281,0.0055,0.028,0.1343,0
588.5812,0.3404,0.4418,2.6402,0.3633,1.6454,413.9785,0.0029,0.0285,0.2538,0
1495.1782,0.0665,0.3892,1.8543,0.0434,0.0916,46.5,0.0023,0.0129,0.0695,0
1197.1008,0.127,0.5697,1.9392,0.052,0.1799,87.1838,0.0013,0.0071,0.0618,0
2883.6749,0.0041,0.0926,0.3969,0.0002,0.0445,30.1658,0.0004,0.0017,0.0519,0
1245.8693,0.0001,0.0584,0.2319,0.019,0.009,42.4052,0.0005,0.0035,0.0511,0
2337.3438,0.0193,0.1182,0.1591,0.0143,0.1251,52.1833,0.0001,0.0033,0.059,0
1038.256,0.0466,0.303,1.6457,0.0614,0.4216,111.0137,0.002,0.0101,0.1538,0
938.4717,0.1548,0.775,1.1997,0.14,0.5988,72.9294,0.0022,0.0097,0.0903,0
2016.0396,0.0472,0.0555,0.4095,0.0131,0.1391,22.8593,0.0004,0.0009,0.0197,0
1428.1921,0.0126,0.0912,0.2653,0.0053,0.1722,42.0118,0.0007,0.0032,0.0013,0
828.7317,0.2515,0.9417,1.7964,0.1929,1.5384,280.9137,0.0014,0.0023,0.1179,0
1861.9214,0.0535,0.0435,0.2142,0.0045,0.1091,49.3669,0.0004,0.0048,0.0796,0
802.6481,0.1788,0.9957,1.5732,0.3137,0.3437,147.5023,0.0003,0.0244,0.2866,0
2119.4144,0.0226,0.1209,0.0963,0.001,0.124,47.3311,0.0007,0.003,0.0759,0
1916.2585,0.0587,0.0251,0.4143,0.0002,0.0973,12.2722,0.0005,0.004,0.0026,0
1816.6987,0.0153,0.0637,0.4798,0.002,0.0847,36.5673,0.0002,0.0014,0.0572,0
1368.9824,0.0848,0.5247,1.8404,0.1277,0.552,40.3463,0.003,0.0122,0.1851,0
1488.2876,0.0907,0.6191,1.5482,0.1098,0.4509,28.6134,0.001,0.0059,0.1772,0
1383.3563,0.1462,0.5172,0.7099,0.0953,0.5322,96.4762,0.0027,0.015,0.1111,0
1177.971,0.0928,0.2679,0.8689,0.0277,0.3789,21.308,0.0013,0.0078,0.1245,0
621.5847,0.1024,1.4906,2.659,0.264,1.5126,107.6858,0.0061,0.0083,0.2267,0
2556.8129,0.0148,0.0454,0.1259,0.0144,0.0592,41.4624,0.0003,0.0039,0.0181,0
560.67,0.108,0.5884,0.9627,0.1875,0.5005,448.7207,0.0041,0.0093,0.2154,0
1521.7129,0.018,0.0252,0.1592,0.0188,0.1334,73.6882,0.0002,0.0043,0.029,0
2648.4728,0.0036,0.0667,0.4241,0.0123,0.1036,28.2907,0.0001,0.005,0.014,0
1624.6484,0.0545,0.1169,0.2721,0.0191,0.0106,71.4936,0.0,0.002,0.0043,0
857.1948,0.2379,0.5614,1.4089,0.1798,0.6456,59.5913,0.0053,0.0245,0.3513,0
1041.2963,0.1018,0.2363,1.4383,0.1155,0.0921,47.7575,0.0026,0.0076,0.1404,0
1204.525,0.0311,0.6628,1.8843,0.008,0.0727,105.2963,0.0018,0.0057,0.1417,0
1153.1335,0.0424,0.1626,1.1583,0.1384,0.3347,53.733,0.0027,0.0058,0.1366,0
2527.3217,0.042,0.1212,0.2166,0.0087,0.0337,77.1604,0.0001,0.0032,0.0564,0
1857.5818,0.0026,0.0879,0.4979,0.0086,0.198,10.098,0.0003,0.0045,0.0701,0
2421.4991,0.0532,0.1174,0.344,0.0031,0.0146,49.1698,0.0004,0.0012,0.0234,0
2091.9375,0.0234,0.0642,0.1286,0.0173,0.1218,11.6882,0.0003,0.0021,0.048,0
1251.6555,0.1317,0.1723,0.9574,0.0026,0.2728,64.4145,0.0022,0.0025,0.1574,0
1887.4497,0.0432,0.02,0.224,0.0078,0.1431,15.938,0.0008,0.005,0.0655,0
2394.96,0.005,0.132,0.2967,0.0035,0.0655,64.0594,0.0007,0.0026,0.0384,0
813.0948,0.2865,0.7613,2.2122,0.3429,0.3035,224.6615,0.0005,0.0164,0.3117,0
2175.3969,0.0022,0.1357,0.4244,0.0105,0.1412,8.3133,0.0007,0.0036,0.0096,0
411.2652,0.2497,0.5061,2.3824,0.0282,0.1622,259.8313,0.008,0.0111,0.2638,0
1389.4837,0.0662,0.4885,1.9259,0.0499,0.2636,133.322,0.001,0.0057,0.1017,0
865.1935,0.2504,1.0484,1.658,0.005,0.3479,116.3473,0.0009,0.0262,0.1209,0
1888.6467,0.0149,0.0304,0.1414,0.0051,0.1074,60.6476,0.0007,0.0038,0.0503,0
659.8684,0.251,0.7939,1.5202,0.1327,0.2966,408.4689,0.0004,0.027,0.3393,0
849.1405,0.0885,0.3403,1.9783,0.1037,0.4328,77.374,0.0021,0.0108,0.0613,0
1223.3416,0.0306,0.1326,0.336,0.01,0.1852,13.7775,0.0001,0.0046,0.0722,0
972.1854,0.1752,0.6357,1.5108,0.0334,0.3079,123.3864,0.0026,0.0084,0.1389,0
1169.7742,0.0868,0.1598,0.6891,0.114,0.0148,7.8458,0.0027,0.0106,0.0507,0
2573.9732,0.0251,0.0756,0.2727,0.004,0.1443,8.2405,0.0004,0.0008,0.0037,0
2764.8029,0.0106,0.049,0.138,0.0147,0.0891,75.4908,0.0005,0.0027,0.0525,0
2911.1885,0.0574,0.0487,0.3439,0.004,0.1095,61.6631,0.0008,0.0017,0.0555,0
954.8042,0.1206,0.5588,1.6461,0.15,0.0241,30.3458,0.0004,0.0023,0.1272,0
624.3616,0.2605,0.7518,1.5033,0.3337,1.3111,207.9029,0.0073,0.0199,0.1365,0
1272.2896,0.0787,0.6906,1.2997,0.0702,0.5152,69.4377,0.0012,0.0016,0.1116,0
1525.1202,0.0353,0.0301,0.1739,0.0112,0.0538,51.1735,0.0006,0.0015,0.007,0
865.0289,0.1024,0.6084,1.4305,0.0672,0.5675,15.2621,0.0026,0.012,0.1214,0
1480.5602,0.0553,0.0427,0.4471,0.0101,0.0923,49.5609,0.0002,0.0021,0.0751,0
2858.8504,0.0597,0.0173,0.3032,0.0034,0.1243,79.1634,0.0007,0.0046,0.0171,0
964.3817,0.1639,0.2338,0.7309,0.0018,0.1092,28.4644,0.0002,0.013,0.1826,0
2609.8639,0.0253,0.1186,0.2157,0.0113,0.0763,15.0141,0.0005,0.0038,0.0602,0
2133.6812,0.0458,0.0176,0.1102,0.0075,0.0447,29.9717,0.0001,0.003,0.0537,0
725.2615,0.187,1.4219,2.3979,0.2111,0.4137,342.0387,0.0047,0.0273,0.3143,0
874.5283,0.2502,1.4591,2.8051,0.001,1.2752,130.3112,0.0024,0.0119,0.2249,0
1624.4335,0.0017,0.1011,0.4535,0.02,0.0897,20.8113,0.0007,0.0006,0.0779,0
1152.7543,0.0355,0.1127,1.3168,0.0621,0.5056,96.3458,0.0013,0.0034,0.1317,0
2400.6228,0.0363,0.1234,0.2688,0.0056,0.1673,55.2798,0.0006,0.0026,0.0701,0
1923.0456,0.0478,0.0286,0.4194,0.0071,0.0251,6.332,0.0007,0.0039,0.023,0
1645.022,0.0128,0.1126,0.1705,0.0043,0.0065,47.7488,0.0006,0.0033,0.0455,0
636.3693,0.3122,1.0752,0.9852,0.324,1.1688,344.0865,0.0014,0.0175,0.3442,0
1200.2248,0.0155,0.0783,0.4249,0.0129,0.1838,36.4452,0.0003,0.0012,0.0174,0
856.2514,0.0588,0.7201,1.3654,0.007,0.4226,76.0024,0.0026,0.0102,0.0508,0
1664.3347,0.0421,0.0813,0.3939,0.0103,0.0655,8.2929,0.0002,0.002,0.0441,0
519.8601,0.2598,0.4831,2.3703,0.0045,1.3118,123.4479,0.0014,0.0224,0.1926,0
1016.2222,0.1726,0.3035,1.3131,0.1282,0.3985,48.4165,0.0017,0.0012,0.1428,0
1330.5536,0.1557,0.2397,0.6223,0.0586,0.3205,56.5203,0.0019,0.0076,0.2092,0
857.7459,0.0683,0.5241,0.884,0.0403,0.2037,111.9213,0.0028,0.0053,0.0832,0
1046.2878,0.1784,0.4247,1.5189,0.1371,0.3774,37.4068,0.0018,0.006,0.1218,0
539.2955,0.2066,0.4918,1.1928,0.2414,1.502,336.4069,0.0026,0.0024,0.2211,0
1339.4561,0.1224,0.7099,1.6745,0.0549,0.3793,112.093,0.0029,0.0063,0.1602,0
2528.0907,0.0547,0.1387,0.146,0.0041,0.151,50.4808,0.0007,0.0016,0.0678,0
936.8194,0.0402,0.5919,0.7377,0.1191,0.3343,71.5301,0.0008,0.0148,0.1728,0
784.3555,0.2377,1.4276,2.0844,0.208,0.5474,176.7812,0.0059,0.0134,0.2986,0
619.6537,0.1063,1.0999,0.821,0.3148,1.0513,270.3795,0.0046,0.0207,0.1771,0
1947.5354,0.0537,0.029,0.2164,0.0038,0.0854,10.6799,0.0006,0.0005,0.0532,0
2049.942,0.012,0.1122,0.4783,0.0044,0.1906,26.0219,0.0004,0.0035,0.0159,0
847.4792,0.1315,0.3916,1.8375,0.0411,0.5542,21.156,0.0018,0.0046,0.0809,0
2380.1566,0.014,0.0902,0.4914,0.0063,0.007,11.4258,0.0001,0.0023,0.0596,0
1462.517,0.0384,0.0522,0.3216,0.0187,0.0583,40.9993,0.0006,0.0035,0.0601,0
669.958,0.2247,1.1627,2.3348,0.268,0.7643,422.8442,0.0019,0.0062,0.1835,0
2393.7285,0.0139,0.1019,0.2956,0.003,0.0517,41.7381,0.0006,0.002,0.0186,0
1371.2109,0.0015,0.1462,0.1205,0.0025,0.1742,53.0804,0.0003,0.0032,0.0748,0
1638.6798,0.0516,0.1193,0.4976,0.0063,0.189,27.4951,0.0006,0.0044,0.0137,0
2245.7256,0.0506,0.0211,0.4374,0.0069,0.0812,27.1889,0.0007,0.0007,0.0459,0
2871.4703,0.0479,0.0427,0.2051,0.0076,0.0811,65.3874,0.0005,0.0021,0.0576,0
889.768,0.0372,0.3282,1.4043,0.0202,0.3301,40.4414,0.0021,0.0004,0.1297,0
1794.914,0.0009,0.0757,0.4021,0.002,0.147,46.7356,0.0004,0.003,0.0269,0
1345.7661,0.1445,0.2886,1.4809,0.0222,0.2973,0.3944,0.0006,0.0095,0.1986,0
2205.395,0.0382,0.1405,0.3552,0.0021,0.0293,50.8611,0.0002,0.0046,0.0737,0
546.4763,0.2736,1.0956,0.8783,0.1062,0.4135,216.8639,0.0076,0.0338,0.168,0
934.5863,0.0644,0.1455,1.4639,0.0985,0.5031,130.7328,0.0005,0.0111,0.0729,0
2127.9658,0.003,0.0319,0.1939,0.0026,0.1868,23.0655,0.0004,0.005,0.0453,0
1450.8547,0.0556,0.2257,1.303,0.0641,0.4782,6.3015,0.0019,0.0107,0.2152,0
1643.2378,0.0559,0.0983,0.096,0.0015,0.1571,45.398,0.0005,0.0044,0.0193,0
2304.8507,0.0529,0.0471,0.3661,0.003,0.0344,72.1208,0.0001,0.0001,0.062,0
1913.9854,0.048,0.0352,0.3531,0.0063,0.0209,54.9997,0.0003,0.0043,0.0735,0
561.1759,0.1439,1.3714,1.7965,0.2831,1.6543,174.959,0.001,0.025,0.2571,0
2252.4721,0.0474,0.059,0.1818,0.0145,0.1572,76.3432,0.0001,0.0044,0.0612,0
1019.1375,0.0236,0.4553,0.9287,0.0435,0.5563,22.9453,0.0028,0.0076,0.1925,0
2341.0572,0.0334,0.1394,0.1553,0.0041,0.1898,7.8372,0.0005,0.0003,0.0062,0
1185.9576,0.1117,0.4316,1.6135,0.1488,0.1655,48.516,0.001,0.0114,0.1092,0
1112.1213,0.1172,0.6803,1.2711,0.0713,0.1602,77.3857,0.0008,0.0127,0.1161,0
1631.9416,0.0321,0.1383,0.2062,0.0053,0.0813,77.4204,0.0007,0.0007,0.0491,0
784.0052,0.212,1.1782,2.0839,0.0806,0.1121,216.2749,0.0005,0.0158,0.3287,0
417.037,0.0988,1.1038,1.9,0.0597,1.6111,147.4233,0.0006,0.03,0.2624,0
2446.9072,0.0547,0.0148,0.3436,0.0044,0.0948,33.9185,0.0003,0.001,0.0642,0
2796.9533,0.0213,0.1276,0.3087,0.0077,0.1408,62.9324,0.0004,0.0021,0.0462,0
1097.8355,0.1412,0.3798,1.1795,0.0908,0.5921,39.1029,0.0007,0.0027,0.1672,0
1072.0244,0.0527,0.7238,1.1648,0.0912,0.0675,16.1958,0.0002,0.0055,0.1304,0
1829.4195,0.0004,0.0592,0.1301,0.0026,0.0009,55.7104,0.0007,0.0031,0.0077,0
887.7926,0.2064,0.4294,2.3856,0.3846,1.5574,330.8913,0.0049,0.0391,0.1019,0
2695.4606,0.0087,0.0637,0.1982,0.0049,0.0051,45.3001,0.0003,0.0028,0.0244,0
695.6736,0.3395,0.72,0.805,0.3125,1.6548,76.4165,0.005,0.0264,0.1237,0
970.2392,0.0226,0.7068,1.2375,0.1173,0.4337,149.0558,0.0013,0.0064,0.0979,0
1140.2788,0.1366,0.3496,0.6963,0.1294,0.4968,52.65,0.0021,0.0074,0.1794,0
2164.1506,0.0035,0.0345,0.4083,0.0076,0.007,13.4109,0.0003,0.0036,0.0291,0
1400.6424,0.0746,0.6603,0.6903,0.0623,0.0585,7.8792,0.0002,0.0016,0.1921,0
1463.1717,0.1061,0.5401,0.7767,0.0811,0.2312,139.7153,0.0028,0.003,0.1554,0
1193.7746,0.0399,0.5578,1.6986,0.0518,0.3087,17.4492,0.0028,0.0016,0.0854,0
2686.4224,0.042,0.011,0.1571,0.015,0.0808,2.0971,0.0008,0.0008,0.0408,0
